path,rows,columns,card_columns,move_columns,damage_columns,energy_columns,hp_columns,effect_columns,has_move_related_column
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section2\dataset_splits\section2a_test_dataset.csv,160,38,"[""variant_name"", ""baseline_name"", ""player_card"", ""opponent_card"", ""prize_cards_remaining""]","[""legal_move_count"", ""legal_moves"", ""expert_move"", ""expert_move_key""]","[""player_damage"", ""opponent_damage""]","[""player_energy"", ""opponent_energy""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section3\feature_engineering\section3a_validation_feature_dataset.csv,160,49,"[""prize_cards_remaining_numeric"", ""variant_name_category"", ""baseline_name_category"", ""player_card_category"", ""opponent_card_category"", ""card_matchup""]","[""expert_action_display"", ""legal_move_count_numeric"", ""legal_attack_count"", ""multiple_actions_available"", ""legal_move_signature""]","[""player_damage_numeric"", ""opponent_damage_numeric"", ""damage_advantage_player"", ""side_relative_damage_advantage"", ""total_damage_in_play"", ""damage_ratio_player"", ""damage_tied_indicator""]","[""player_energy_numeric"", ""opponent_energy_numeric"", ""energy_advantage_player"", ""side_relative_energy_advantage"", ""total_energy_in_play"", ""energy_ratio_player"", ""energy_tied_indicator""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section3\feature_engineering\section3a_test_feature_dataset.csv,160,49,"[""prize_cards_remaining_numeric"", ""variant_name_category"", ""baseline_name_category"", ""player_card_category"", ""opponent_card_category"", ""card_matchup""]","[""expert_action_display"", ""legal_move_count_numeric"", ""legal_attack_count"", ""multiple_actions_available"", ""legal_move_signature""]","[""player_damage_numeric"", ""opponent_damage_numeric"", ""damage_advantage_player"", ""side_relative_damage_advantage"", ""total_damage_in_play"", ""damage_ratio_player"", ""damage_tied_indicator""]","[""player_energy_numeric"", ""opponent_energy_numeric"", ""energy_advantage_player"", ""side_relative_energy_advantage"", ""total_energy_in_play"", ""energy_ratio_player"", ""energy_tied_indicator""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_preferred_move_catalog.csv,151,15,"[""card_name"", ""move_name""]","[""move_name"", ""is_existing_benchmark_move""]","[""damage"", ""damage_conflict"", ""all_damage_values"", ""fixed_damage_supported""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_move_damage_conflicts.csv,151,8,"[""normalized_card_name"", ""normalized_move_name""]","[""normalized_move_name""]","[""distinct_damage_values"", ""damage_values"", ""damage_conflict""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_illegal_raw_predictions.csv,151,37,"[""condition_name"", ""player_card"", ""opponent_card""]","[""legal_moves"", ""selected_move"", ""raw_predicted_move"", ""selected_probability"", ""masking_changed_action"", ""legal_move_list"", ""legal_move_count_recomputed"", ""normalized_selected_move"", ""normalized_legal_moves"", ""masking_changed_action_recomputed"", ""masking_changed_action_stored"", ""selected_probability_numeric"", ""selected_masked_probability_numeric"", ""raw_to_selected_probability_gap"", ""masked_probability_gain""]",[],"[""starting_player_energy"", ""starting_opponent_energy""]","[""starting_player_hp"", ""starting_opponent_hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_masked_decisions.csv,151,37,"[""condition_name"", ""player_card"", ""opponent_card""]","[""legal_moves"", ""selected_move"", ""raw_predicted_move"", ""selected_probability"", ""masking_changed_action"", ""legal_move_list"", ""legal_move_count_recomputed"", ""normalized_selected_move"", ""normalized_legal_moves"", ""masking_changed_action_recomputed"", ""masking_changed_action_stored"", ""selected_probability_numeric"", ""selected_masked_probability_numeric"", ""raw_to_selected_probability_gap"", ""masked_probability_gain""]",[],"[""starting_player_energy"", ""starting_opponent_energy""]","[""starting_player_hp"", ""starting_opponent_hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook47\competitive_policy_test_predictions.csv,128,17,"[""actor_name"", ""defender_name"", ""legal_move_names""]","[""legal_move_count"", ""legal_move_names"", ""target_move"", ""predicted_move""]","[""damage_applied""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4j_upstream_identifier_evidence.csv,124,8,"[""card_name"", ""card_id""]","[""matched_moves"", ""move_match_count""]",[],[],"[""hp_candidates""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_move_records_manual_review.csv,114,15,"[""card_name"", ""move_name""]","[""move_name"", ""is_existing_benchmark_move""]","[""damage"", ""damage_conflict"", ""all_damage_values"", ""fixed_damage_supported""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_validation_predictions.csv,110,25,"[""baseline_name""]","[""expert_move"", ""actual_move"", ""predicted_move"", ""predicted_move_legal"", ""legal_move_signature"", ""legal_move_count"", ""probability__Ascension"", ""probability__Bind Down"", ""probability__Live Coal"", ""probability__Pass"", ""probability__Quick Attack"", ""probability__Tuck Tail""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6a_test_predictions.csv,110,25,"[""baseline_name""]","[""expert_move"", ""actual_move"", ""predicted_move"", ""predicted_move_legal"", ""legal_move_signature"", ""legal_move_count"", ""probability__Ascension"", ""probability__Bind Down"", ""probability__Live Coal"", ""probability__Pass"", ""probability__Quick Attack"", ""probability__Tuck Tail""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_validation_encoded_features.csv,110,64,"[""numeric__prize_cards_remaining"", ""numeric__active_card_can_use__ascension"", ""numeric__active_card_can_use__bind_down"", ""numeric__active_card_can_use__live_coal"", ""numeric__active_card_can_use__pass"", ""numeric__active_card_can_use__quick_attack"", ""numeric__active_card_can_use__tuck_tail"", ""categorical__player_card_Bulbasaur"", ""categorical__player_card_Charmander"", ""categorical__player_card_Eevee"", ""categorical__player_card_Meowth"", ""categorical__opponent_card_Charmander"", ""categorical__opponent_card_Eevee"", ""categorical__active_card_Bulbasaur"", ""categorical__active_card_Charmander"", ""categorical__active_card_Eevee"", ""categorical__active_card_Meowth"", ""categorical__inactive_card_Bulbasaur"", ""categorical__inactive_card_Charmander"", ""categorical__inactive_card_Eevee"", ""categorical__inactive_card_Meowth""]","[""numeric__recomputed_legal_move_count"", ""numeric__single_legal_move_flag"", ""numeric__multi_legal_move_flag"", ""numeric__is_legal__quick_attack"", ""numeric__active_card_can_use__quick_attack"", ""categorical__legal_move_signature_ascension"", ""categorical__legal_move_signature_ascension | quick attack"", ""categorical__legal_move_signature_bind down"", ""categorical__legal_move_signature_live coal"", ""categorical__legal_move_signature_pass"", ""categorical__legal_move_signature_tuck tail""]","[""numeric__player_damage"", ""numeric__opponent_damage"", ""numeric__acting_damage"", ""numeric__defending_damage"", ""numeric__damage_difference"", ""numeric__absolute_damage_difference"", ""categorical__damage_band_HIGH_DAMAGE"", ""categorical__damage_band_LOW_DAMAGE"", ""categorical__damage_band_MEDIUM_DAMAGE""]","[""numeric__player_energy"", ""numeric__opponent_energy"", ""numeric__acting_energy"", ""numeric__defending_energy"", ""numeric__energy_difference"", ""numeric__absolute_energy_difference"", ""categorical__energy_band_LOW"", ""categorical__energy_band_READY"", ""categorical__energy_band_ZERO""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5b_test_encoded_features.csv,110,64,"[""numeric__prize_cards_remaining"", ""numeric__active_card_can_use__ascension"", ""numeric__active_card_can_use__bind_down"", ""numeric__active_card_can_use__live_coal"", ""numeric__active_card_can_use__pass"", ""numeric__active_card_can_use__quick_attack"", ""numeric__active_card_can_use__tuck_tail"", ""categorical__player_card_Bulbasaur"", ""categorical__player_card_Charmander"", ""categorical__player_card_Eevee"", ""categorical__player_card_Meowth"", ""categorical__opponent_card_Charmander"", ""categorical__opponent_card_Eevee"", ""categorical__active_card_Bulbasaur"", ""categorical__active_card_Charmander"", ""categorical__active_card_Eevee"", ""categorical__active_card_Meowth"", ""categorical__inactive_card_Bulbasaur"", ""categorical__inactive_card_Charmander"", ""categorical__inactive_card_Eevee"", ""categorical__inactive_card_Meowth""]","[""numeric__recomputed_legal_move_count"", ""numeric__single_legal_move_flag"", ""numeric__multi_legal_move_flag"", ""numeric__is_legal__quick_attack"", ""numeric__active_card_can_use__quick_attack"", ""categorical__legal_move_signature_ascension"", ""categorical__legal_move_signature_ascension | quick attack"", ""categorical__legal_move_signature_bind down"", ""categorical__legal_move_signature_live coal"", ""categorical__legal_move_signature_pass"", ""categorical__legal_move_signature_tuck tail""]","[""numeric__player_damage"", ""numeric__opponent_damage"", ""numeric__acting_damage"", ""numeric__defending_damage"", ""numeric__damage_difference"", ""numeric__absolute_damage_difference"", ""categorical__damage_band_HIGH_DAMAGE"", ""categorical__damage_band_LOW_DAMAGE"", ""categorical__damage_band_MEDIUM_DAMAGE""]","[""numeric__player_energy"", ""numeric__opponent_energy"", ""numeric__acting_energy"", ""numeric__defending_energy"", ""numeric__energy_difference"", ""numeric__absolute_energy_difference"", ""categorical__energy_band_LOW"", ""categorical__energy_band_READY"", ""categorical__energy_band_ZERO""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_test_features.csv,110,41,"[""prize_cards_remaining"", ""active_card_can_use__ascension"", ""active_card_can_use__bind_down"", ""active_card_can_use__live_coal"", ""active_card_can_use__pass"", ""active_card_can_use__quick_attack"", ""active_card_can_use__tuck_tail"", ""player_card"", ""opponent_card"", ""active_card"", ""inactive_card""]","[""recomputed_legal_move_count"", ""single_legal_move_flag"", ""multi_legal_move_flag"", ""is_legal__quick_attack"", ""active_card_can_use__quick_attack"", ""legal_move_signature""]","[""player_damage"", ""opponent_damage"", ""acting_damage"", ""defending_damage"", ""damage_difference"", ""absolute_damage_difference"", ""damage_band""]","[""player_energy"", ""opponent_energy"", ""acting_energy"", ""defending_energy"", ""energy_difference"", ""absolute_energy_difference"", ""energy_band""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_validation_features.csv,110,41,"[""prize_cards_remaining"", ""active_card_can_use__ascension"", ""active_card_can_use__bind_down"", ""active_card_can_use__live_coal"", ""active_card_can_use__pass"", ""active_card_can_use__quick_attack"", ""active_card_can_use__tuck_tail"", ""player_card"", ""opponent_card"", ""active_card"", ""inactive_card""]","[""recomputed_legal_move_count"", ""single_legal_move_flag"", ""multi_legal_move_flag"", ""is_legal__quick_attack"", ""active_card_can_use__quick_attack"", ""legal_move_signature""]","[""player_damage"", ""opponent_damage"", ""acting_damage"", ""defending_damage"", ""damage_difference"", ""absolute_damage_difference"", ""damage_band""]","[""player_energy"", ""opponent_energy"", ""acting_energy"", ""defending_energy"", ""energy_difference"", ""absolute_energy_difference"", ""energy_band""]",[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_test_targets.csv,110,1,[],"[""expert_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section5\section5a_validation_targets.csv,110,1,[],"[""expert_move""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section3\section3a_player_decisions.csv,103,30,"[""active_card"", ""player_card"", ""opponent_card""]","[""legal_moves"", ""selected_move"", ""legal_move_list"", ""legal_move_count"", ""action_state_type""]",[],[],"[""final_player_hp"", ""final_opponent_hp""]","[""decision_outcome_context""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook26\tournament_benchmark.json,100,8,[],"[""returned_action"", ""expected_action""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section6_ranked_labeling_methods.csv,78,8,"[""parameter_names""]","[""replay_suitability_score"", ""labeling_suitability_score""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section6_ranked_replay_methods.csv,78,7,"[""parameter_names""]","[""replay_suitability_score""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\starter_deck.pkl,60,13,"[""card_id"", ""name""]","[""attacks""]",[],[],"[""hp""]","[""effect""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\lightning_deck.pkl,60,13,"[""card_id"", ""name""]","[""attacks""]",[],[],"[""hp""]","[""effect""]",True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section2\section2a_direct_decisions.csv,59,37,"[""condition_name"", ""player_card"", ""opponent_card""]","[""legal_moves"", ""selected_move"", ""raw_predicted_move"", ""selected_probability"", ""masking_changed_action"", ""legal_move_list"", ""legal_move_count_recomputed"", ""normalized_selected_move"", ""normalized_legal_moves"", ""masking_changed_action_recomputed"", ""masking_changed_action_stored"", ""selected_probability_numeric"", ""selected_masked_probability_numeric"", ""raw_to_selected_probability_gap"", ""masked_probability_gain""]",[],"[""starting_player_energy"", ""starting_opponent_energy""]","[""starting_player_hp"", ""starting_opponent_hp""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\section4a_single_pass_policy_history.csv,56,12,"[""scenario_name""]","[""legal_moves"", ""selected_move"", ""raw_predicted_move"", ""selected_probability""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\section4a_single_pass_turn_results.csv,56,15,"[""scenario_name"", ""pokemon_name"", ""move_name""]","[""move_name""]","[""damage""]",[],"[""player_hp_after"", ""opponent_hp_after""]",[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook47\competitive_policy_training_history.csv,50,13,[],"[""validation_multi_action_accuracy"", ""validation_multi_action_loss""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section3\section3b_tournament_scenario_probabilities.csv,48,7,"[""scenario_name""]","[""policy_move"", ""probability""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook53\section6\section6e_recovered_scenario_legal_sets.csv,46,4,[],"[""legal_moves"", ""legal_move_count""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_safe_action_catalog.csv,37,16,"[""card_name"", ""move_name""]","[""move_name"", ""is_existing_benchmark_move"", ""move_dictionary""]","[""damage"", ""damage_conflict"", ""all_damage_values"", ""fixed_damage_supported""]",[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook50\section1\environment_and_handoff\section1c_column_profile.csv,37,8,[],"[""null_fraction""]",[],[],[],[],True
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook54\section4\section4a_additional_source_backed_moves.csv,32,15,"[""card_name"", ""move_name""]","[""move_name"", ""is_existing_benchmark_move""]","[""damage"", ""damage_conflict"", ""all_damage_values"", ""fixed_damage_supported""]",[],[],[],True
